candidate,k,n_basis_truncated,n_basis_native,n_basis_actual,seed,sigma_final,sigma_fs_identity,residual_donaldson,iterations_run,elapsed_s
TY,2,-1,28,28,4242,3.5488470463e-1,3.1137660899e-1,9.7379589143e-7,11,2.167198
TY,2,-1,28,28,57005,3.5823000448e-1,3.1198706247e-1,5.3788223167e-7,13,2.432854
TY,2,-1,28,28,48879,3.5759749905e-1,3.1472700349e-1,8.2199812697e-7,11,2.087985
TY,2,-1,28,28,51966,3.2995994617e-1,3.0416042262e-1,6.8894043591e-7,12,2.226095
Schoen,2,-1,12,12,42,4.1703595120e1,1.2896974203e0,8.4764739005e-7,59,2.702560
Schoen,2,-1,12,12,100,1.2955791454e2,2.1032966862e0,4.9974141008e-4,15,1.197649
Schoen,2,-1,12,12,12345,1.5229567789e0,1.2053786715e0,4.5546959734e-7,14,0.766540
Schoen,2,-1,12,12,7,1.8600172940e0,1.2498353896e0,8.5144203050e-7,21,1.037901
Schoen,2,-1,12,12,99,2.0800299843e0,1.2324400577e0,7.7473868573e-7,19,0.946017
Schoen,2,-1,12,12,1,1.5889165954e0,9.6291967662e-1,7.1270950769e-7,16,0.860901
Schoen,2,-1,12,12,2,1.4515304710e1,1.1117473411e0,1.4980816631e-6,100,4.396420
Schoen,2,-1,12,12,3,2.0007502484e0,1.6438920985e0,8.5100701759e-7,17,0.894086
Schoen,2,-1,12,12,4,2.6183993274e0,3.5683457317e0,6.4913884063e-7,14,0.770818
Schoen,2,-1,12,12,5,6.4267574285e0,1.2985258125e0,5.6056010144e-7,26,1.247932
Schoen,2,-1,12,12,137,1.7399347007e0,1.0030482337e0,5.8122466300e-7,15,0.798100
Schoen,2,-1,12,12,271,4.5754377419e0,2.9930224981e0,9.5645019051e-7,30,1.439234
Schoen,2,-1,12,12,314,4.8279283114e0,1.1306335880e0,9.0202954840e-7,24,1.147904
Schoen,2,-1,12,12,666,1.8240254369e0,1.0966994722e0,6.2112479481e-7,17,0.871886
Schoen,2,-1,12,12,1000,2.6797643611e0,1.4544676942e0,7.4077810492e-7,23,1.150283
Schoen,2,-1,12,12,2024,5.2760115842e0,1.2468523338e0,8.8962499470e-7,23,1.150143
Schoen,2,-1,12,12,4242,9.9874964317e0,2.0156083920e0,1.1762991593e-6,16,1.133273
Schoen,2,-1,12,12,57005,6.5376440475e0,2.9957879594e0,9.7653222472e-7,29,1.339857
Schoen,2,-1,12,12,48879,2.0505087150e0,1.1224629002e0,7.0498071547e-7,14,0.730728
Schoen,2,-1,12,12,51966,7.3466027701e0,1.2476243914e0,6.3442656483e-7,17,0.850539
TY,3,-1,87,87,42,2.6666226971e-1,4.0907579018e-1,5.2574731142e-7,17,29.231695
TY,3,-1,87,87,100,2.6191440934e-1,4.1624836793e-1,7.5864750256e-7,16,30.861498
TY,3,-1,87,87,12345,2.6738296392e-1,4.1734866127e-1,6.2765904820e-7,16,32.285867
TY,3,-1,87,87,7,2.6921542411e-1,4.1252981998e-1,8.5946073861e-7,17,30.099958
TY,3,-1,87,87,99,2.6232179972e-1,4.0710479591e-1,8.1622955346e-7,17,30.369082
TY,3,-1,87,87,1,2.6796838798e-1,4.0798253673e-1,9.4981581499e-7,17,31.655816
TY,3,-1,87,87,2,2.6652091056e-1,4.0375959545e-1,7.2035126515e-7,17,31.177389
TY,3,-1,87,87,3,2.6655633800e-1,4.0585667987e-1,5.8881430111e-7,17,30.558195
TY,3,-1,87,87,4,2.6308447598e-1,4.0296871164e-1,6.1161292774e-7,17,30.849338
TY,3,-1,87,87,5,2.7125307530e-1,4.1987204707e-1,5.0225322663e-7,17,30.958413
TY,3,-1,87,87,137,2.6612954265e-1,4.1104901971e-1,6.6330097257e-7,17,32.187997
TY,3,-1,87,87,271,2.6724378048e-1,4.0480982546e-1,8.2228332399e-7,17,31.999073
TY,3,-1,87,87,314,2.6818846902e-1,4.0904858824e-1,4.8792120516e-7,18,35.918689
TY,3,-1,87,87,666,2.6918437017e-1,4.1855141150e-1,5.8226770190e-7,17,31.548351
TY,3,-1,87,87,1000,2.6535946604e-1,4.1025857074e-1,8.2362014753e-7,17,29.501598
TY,3,-1,87,87,2024,2.6754559912e-1,4.1021191976e-1,7.2283716567e-7,17,29.656489
TY,3,-1,87,87,4242,2.6552421138e-1,4.0652323047e-1,6.3298857109e-7,17,30.872741
TY,3,-1,87,87,57005,2.6627695976e-1,4.0709902779e-1,8.8274872367e-7,17,32.290002
TY,3,-1,87,87,48879,2.6360008217e-1,4.0778109341e-1,8.9482728234e-7,16,30.252496
TY,3,-1,87,87,51966,2.6971253770e-1,4.1187076821e-1,5.9837533232e-7,17,34.640623
Schoen,3,-1,27,27,42,8.1946389844e0,2.0654051566e0,9.3564616021e-7,26,4.564732
Schoen,3,-1,27,27,100,1.1444880274e1,3.3089474488e0,1.4033182226e-3,12,3.538740
Schoen,3,-1,27,27,12345,2.1907053773e0,1.8579294668e0,5.4974359258e-7,20,3.738688
Schoen,3,-1,27,27,7,3.7189944087e0,1.8419482425e0,9.6447591884e-7,82,13.846506
Schoen,3,-1,27,27,99,6.6407380417e0,2.1326307884e0,9.6922328284e-7,29,4.968364
Schoen,3,-1,27,27,1,3.2786173004e0,2.0409382133e0,7.5770054771e-7,22,3.978553
Schoen,3,-1,27,27,2,4.6880802696e0,1.9588566027e0,5.3321740117e-7,20,3.430266
Schoen,3,-1,27,27,3,3.6957216234e0,2.7164833020e0,8.0136840680e-7,27,4.653697
Schoen,3,-1,27,27,4,4.2362452806e0,1.9950319145e0,5.8242153739e-7,22,3.915955
Schoen,3,-1,27,27,5,4.3237560067e1,1.9516253300e1,7.6806810191e-5,20,4.979111
Schoen,3,-1,27,27,137,2.6255106053e0,1.7164982364e0,6.2845589430e-7,22,3.763674
Schoen,3,-1,27,27,271,5.1246189829e0,2.1933719657e0,7.6575574403e-7,41,7.083504
Schoen,3,-1,27,27,314,1.2969097075e1,2.3404810959e0,9.3392440880e-7,86,14.122832
Schoen,3,-1,27,27,666,8.3590805191e0,5.4640761481e0,9.2715227876e-7,26,4.716593
Schoen,3,-1,27,27,1000,1.1070923663e1,2.0151155109e0,8.9518917273e-7,80,14.116656
Schoen,3,-1,27,27,2024,5.6511291554e0,2.9641700192e0,9.7735893329e-7,76,13.340151
Schoen,3,-1,27,27,4242,7.8744366786e0,5.5883682931e0,1.1388907303e-3,13,3.770833
Schoen,3,-1,27,27,57005,7.2567598937e0,4.7699065838e0,7.8166216543e-5,100,17.833510
Schoen,3,-1,27,27,48879,2.2349876022e0,1.7558555127e0,5.0357806417e-7,20,3.786585
Schoen,3,-1,27,27,51966,8.5928767613e0,3.8355734304e0,5.6877237191e-7,18,3.350953
TY,4,-1,200,200,42,2.8010119670e-1,6.2800870601e-1,9.9549236338e-7,27,288.246907
TY,4,-1,200,200,100,2.7400751487e-1,6.3629208987e-1,8.1244988986e-7,27,307.424616
TY,4,-1,200,200,12345,2.7917795431e-1,6.4956803631e-1,7.4520140185e-7,27,318.466172
TY,4,-1,200,200,7,2.8297029548e-1,6.3253337708e-1,9.3629060576e-7,27,335.440473
TY,4,-1,200,200,99,2.7403342325e-1,6.2086980943e-1,7.9430306589e-7,28,351.442326
TY,4,-1,200,200,1,2.7905926226e-1,6.2416302001e-1,8.1951129303e-7,28,336.527167
TY,4,-1,200,200,2,2.7996402658e-1,6.1209694324e-1,7.5076599640e-7,28,349.014907
TY,4,-1,200,200,3,2.7790928871e-1,6.1827584461e-1,5.5253347152e-7,28,323.845427
TY,4,-1,200,200,4,2.7576567123e-1,6.1365668768e-1,6.7492550530e-7,28,321.750700
TY,4,-1,200,200,5,2.8580649433e-1,6.4278903034e-1,8.8852949454e-7,27,340.355030
TY,4,-1,200,200,137,2.7522121395e-1,6.2844944542e-1,8.3159454874e-7,25,303.997612
TY,4,-1,200,200,271,2.7745094199e-1,6.0694854182e-1,7.7404725742e-7,28,351.027884
TY,4,-1,200,200,314,2.7855144185e-1,6.1970731785e-1,9.3109083318e-7,28,333.333238
TY,4,-1,200,200,666,2.8039051498e-1,6.4389269015e-1,6.0140638745e-7,28,305.779712
TY,4,-1,200,200,1000,2.7196103849e-1,6.2331408840e-1,6.5403872056e-7,28,300.414820
TY,4,-1,200,200,2024,2.8068530633e-1,6.2524441361e-1,9.7069936104e-7,27,289.622412
TY,4,-1,200,200,4242,2.8100938495e-1,6.2036142451e-1,7.5720554874e-7,28,320.363295
TY,4,-1,200,200,57005,2.7622618871e-1,6.1702122763e-1,7.7632044712e-7,28,330.196075
TY,4,-1,200,200,48879,2.7320965462e-1,6.1912335936e-1,5.9589984988e-7,28,321.417146
TY,4,-1,200,200,51966,2.8049277761e-1,6.2717407495e-1,6.5675623767e-7,28,320.056540
Schoen,4,-1,48,48,42,5.5951419093e0,2.4652464467e0,1.3393675775e-4,32,67.866117
Schoen,4,-1,48,48,100,6.8831502383e0,4.5215982336e0,1.5425737813e-3,18,17.926093
Schoen,4,-1,48,48,12345,2.8517209415e0,2.6836172818e0,7.7543168150e-7,36,26.532336
Schoen,4,-1,48,48,7,5.7305365537e0,2.6157100731e0,1.8365543761e-4,43,132.791134
Schoen,4,-1,48,48,99,7.7895074630e0,3.9253712009e0,9.7600914589e-7,97,71.147135
Schoen,4,-1,48,48,1,4.5551179208e0,4.0522048472e0,9.0268325867e-7,40,29.197052
Schoen,4,-1,48,48,2,5.9746371513e0,2.8253135593e0,5.0293333535e-5,26,38.633117
Schoen,4,-1,48,48,3,8.5789858249e1,2.6412949574e0,8.4613158889e-7,62,42.820593
Schoen,4,-1,48,48,4,4.6143398155e0,3.3089361683e0,9.4864346604e-7,33,22.661383
Schoen,4,-1,48,48,5,4.7954268194e1,1.4752221683e2,2.2521244592e-3,23,37.912694
Schoen,4,-1,48,48,137,3.1844115662e0,2.6969724682e0,9.6549182131e-7,80,58.702525
Schoen,4,-1,48,48,271,5.9286045458e0,2.7538304582e0,2.7053426560e-4,38,130.297373
Schoen,4,-1,48,48,314,1.4639031875e1,2.9150496995e0,8.2752227563e-7,47,34.732307
Schoen,4,-1,48,48,666,1.6502225308e1,1.3171546738e1,9.9415750623e-7,69,50.094034
Schoen,4,-1,48,48,1000,7.3348741715e0,3.3012490323e0,1.1187489338e-6,38,89.529053
Schoen,4,-1,48,48,2024,5.6002434791e0,3.8939598069e0,1.2666248723e-4,60,197.199333
Schoen,4,-1,48,48,4242,1.5993419423e1,1.0332110777e1,7.4091812208e-3,19,18.218710
Schoen,4,-1,48,48,57005,7.8760469154e0,4.4346819270e0,5.1617958741e-4,43,118.533332
Schoen,4,-1,48,48,48879,2.7683480047e0,2.3293042836e0,7.2448120816e-7,34,23.652014
Schoen,4,-1,48,48,51966,6.6687557205e0,3.2121467014e0,9.9166315160e-7,47,32.683088
